x,y,z
-0.04699542000889778,-0.49623364210128784,-0.24106380343437195
-0.04576826095581055,-0.49449241161346436,-0.24412038922309875
-0.05658494681119919,-0.4799819588661194,-0.2617301940917969
-0.08479728549718857,-0.48163190484046936,-0.24339473247528076
-0.08424502611160278,-0.48153960704803467,-0.24343062937259674
-0.07206055521965027,-0.4911045432090759,-0.25174543261528015
-0.07062384486198425,-0.49783778190612793,-0.24863097071647644
-0.08386770635843277,-0.5078173279762268,-0.23680338263511658
-0.07868962734937668,-0.5163359045982361,-0.2204551100730896
-0.09464357793331146,-0.5203906297683716,-0.21109120547771454
-0.09763728827238083,-0.5160529613494873,-0.22589309513568878
-0.14164166152477264,-0.49826285243034363,-0.2222280651330948
-0.1545945703983307,-0.504192590713501,-0.20742599666118622
-0.16878816485404968,-0.4882756769657135,-0.21510475873947144
-0.1839015781879425,-0.4849943220615387,-0.20658281445503235
-0.20385724306106567,-0.47035181522369385,-0.2129746675491333
-0.18542304635047913,-0.4823043942451477,-0.1592017114162445
-0.186189204454422,-0.4678020477294922,-0.19089721143245697
-0.19461780786514282,-0.47193679213523865,-0.1974763423204422
-0.22845721244812012,-0.4597371816635132,-0.15830084681510925
-0.23324887454509735,-0.46709516644477844,-0.15488222241401672
-0.23523664474487305,-0.45855599641799927,-0.15797750651836395
-0.2487468123435974,-0.4613526463508606,-0.13886471092700958
-0.23748669028282166,-0.47166723012924194,-0.13906458020210266
-0.25113150477409363,-0.4493221640586853,-0.15713942050933838
-0.24615950882434845,-0.4563063085079193,-0.15605050325393677
-0.27240946888923645,-0.4373065233230591,-0.13673751056194305
-0.26127469539642334,-0.4381707012653351,-0.1766221672296524
-0.27118992805480957,-0.43383243680000305,-0.15467068552970886
-0.2632806897163391,-0.438010573387146,-0.1634482592344284
-0.2623787224292755,-0.4523293375968933,-0.10387557744979858
-0.2673841714859009,-0.45918869972229004,-0.08672909438610077
-0.26993852853775024,-0.46914854645729065,-0.05379651486873627
-0.23885023593902588,-0.4848649501800537,-0.09263483434915543
-0.21330125629901886,-0.4961424469947815,-0.1286643147468567
-0.1668325960636139,-0.5222389698028564,-0.10378390550613403
-0.1311226785182953,-0.5301337242126465,-0.1277133822441101
-0.09323251992464066,-0.5503385663032532,-0.11996337026357651
-0.05173482373356819,-0.5494717359542847,-0.1311521977186203
-0.005337725859135389,-0.5563140511512756,-0.12197721004486084
0.034843213856220245,-0.544440746307373,-0.05989466980099678
0.050259850919246674,-0.5367523431777954,0.010614361613988876
0.06630759686231613,-0.5307539105415344,0.027490736916661263
0.05116000398993492,-0.550711989402771,-0.010713756084442139
0.06833615899085999,-0.5403145551681519,-0.04625678062438965
0.08685977756977081,-0.544012188911438,-0.0999068170785904
0.06037319451570511,-0.5424132347106934,-0.13623882830142975
0.06905817985534668,-0.5200303792953491,-0.16351330280303955
0.08891932666301727,-0.5263164639472961,-0.15722185373306274
0.07739712297916412,-0.5364181399345398,-0.15269005298614502
0.08169665932655334,-0.5185295939445496,-0.18459585309028625
0.07931950688362122,-0.520451545715332,-0.15877076983451843
0.06410063803195953,-0.5143290758132935,-0.20503950119018555
0.051013749092817307,-0.5299011468887329,-0.16818653047084808
0.05058492720127106,-0.5258887410163879,-0.1735088974237442
0.06994170695543289,-0.5081102848052979,-0.19564883410930634
0.056589800864458084,-0.49419599771499634,-0.2145075500011444
0.04103287309408188,-0.4987838566303253,-0.21138852834701538
0.0232365932315588,-0.49801796674728394,-0.21790723502635956
0.023349139839410782,-0.501849889755249,-0.19107098877429962
0.0289993304759264,-0.5017717480659485,-0.19377636909484863
0.04581434652209282,-0.5011705756187439,-0.17817960679531097
0.037601906806230545,-0.5243744254112244,-0.13797637820243835
0.035283029079437256,-0.5228217840194702,-0.15107643604278564
0.03430571034550667,-0.5325355529785156,-0.15067480504512787
0.03470054641366005,-0.5325086116790771,-0.1630805879831314
0.03772760182619095,-0.5070928931236267,-0.19493207335472107
0.04907248914241791,-0.5253579616546631,-0.17480266094207764
0.04014994949102402,-0.5184193253517151,-0.18530522286891937
0.04879947751760483,-0.5292298197746277,-0.1726941466331482
0.048048559576272964,-0.5174243450164795,-0.18415385484695435
0.04809994250535965,-0.5254531502723694,-0.18045510351657867
0.0581931471824646,-0.5200016498565674,-0.18566276133060455
0.06250366568565369,-0.5249484181404114,-0.18568570911884308
0.06757210195064545,-0.5208542346954346,-0.1944001317024231
0.07251062989234924,-0.5344936847686768,-0.1760166883468628
0.09248317033052444,-0.5161134004592896,-0.1740909218788147
0.0839841291308403,-0.5171396136283875,-0.1854843944311142
0.0940432921051979,-0.5183160305023193,-0.19202060997486115
0.10626678168773651,-0.5166095495223999,-0.19582071900367737
0.1067858338356018,-0.5190644264221191,-0.19085511565208435
0.11434309184551239,-0.5121542811393738,-0.1812407672405243
0.12204376608133316,-0.5174742937088013,-0.16694645583629608
0.11676085740327835,-0.527664840221405,-0.12529337406158447
0.10210239887237549,-0.5331298112869263,-0.10684971511363983
0.10613537579774857,-0.537587583065033,-0.08783778548240662
0.10872822999954224,-0.5265988707542419,-0.09526389092206955
0.10894184559583664,-0.5200893878936768,-0.12693700194358826
0.1046261265873909,-0.5294320583343506,-0.12331409007310867
0.09522835910320282,-0.5279679894447327,-0.13560903072357178
0.09907524287700653,-0.5147417783737183,-0.16386495530605316
0.10074246674776077,-0.5249762535095215,-0.14484450221061707
0.11132954806089401,-0.5004067420959473,-0.20013491809368134
0.12042027711868286,-0.5071973204612732,-0.17921866476535797
0.11658436805009842,-0.48870688676834106,-0.2220768928527832
0.11456333100795746,-0.4752567410469055,-0.23731476068496704
0.09382285177707672,-0.4926585555076599,-0.2121812105178833
0.046866584569215775,-0.5086071491241455,-0.20462161302566528
0.010550863109529018,-0.5297763347625732,-0.1680917590856552
-0.007624602876603603,-0.5303682088851929,-0.16554845869541168
-0.019854143261909485,-0.5234546661376953,-0.181829571723938
-0.039846885949373245,-0.5144243240356445,-0.21329353749752045
-0.03840414807200432,-0.516653299331665,-0.2063560038805008
-0.05442965403199196,-0.5166811943054199,-0.18425540626049042
-0.07829096913337708,-0.5078890323638916,-0.22053828835487366
-0.09340346604585648,-0.49717020988464355,-0.22682256996631622
-0.10654501616954803,-0.498712956905365,-0.22180567681789398
-0.1266968548297882,-0.4751018285751343,-0.2581804096698761
-0.12935484945774078,-0.48314911127090454,-0.2574828565120697
-0.1534368395805359,-0.4937961995601654,-0.21081817150115967
-0.15950676798820496,-0.4875022768974304,-0.2242376059293747
-0.17046506702899933,-0.47759711742401123,-0.2237839549779892
-0.18038100004196167,-0.47192734479904175,-0.21428294479846954
-0.18602895736694336,-0.476555198431015,-0.213474839925766
-0.20327147841453552,-0.45819658041000366,-0.21786566078662872
-0.21301375329494476,-0.4583835005760193,-0.19172044098377228
-0.21867386996746063,-0.4434402883052826,-0.21267062425613403
-0.23130425810813904,-0.44068682193756104,-0.20535853505134583
-0.23297560214996338,-0.4341818690299988,-0.21647043526172638
-0.24804255366325378,-0.4345393478870392,-0.20339302718639374
-0.2668913006782532,-0.4198310375213623,-0.22656026482582092
-0.2593635320663452,-0.4133530855178833,-0.22647444903850555
-0.2599469721317291,-0.4164083003997803,-0.2156529426574707
-0.2617824077606201,-0.4199967682361603,-0.21350108087062836
-0.26865676045417786,-0.4219847321510315,-0.19420675933361053
-0.2805400788784027,-0.422031044960022,-0.16895246505737305
-0.28602126240730286,-0.42325085401535034,-0.1600273847579956
-0.3030465245246887,-0.4499873220920563,-0.054276786744594574
-0.3148791790008545,-0.45205429196357727,-0.041203442960977554
-0.31139135360717773,-0.45074814558029175,-0.09914417564868927
-0.2687016427516937,-0.47575223445892334,-0.09402862191200256
-0.22172464430332184,-0.505081832408905,-0.07615834474563599
-0.18137039244174957,-0.523621141910553,-0.1115138977766037
-0.13557177782058716,-0.5438852906227112,-0.10511930286884308
