x,y
187.58837890625,233.41030883789062
187.56137084960938,233.37322998046875
187.53660583496094,233.3475341796875
187.5365753173828,233.34750366210938
187.5225067138672,233.3241729736328
187.533447265625,233.3155975341797
187.578369140625,233.41583251953125
187.59091186523438,233.41943359375
187.58181762695312,233.35647583007812
187.52859497070312,233.516357421875
187.52012634277344,233.49746704101562
187.7082977294922,233.7283477783203
187.6851348876953,233.6962890625
187.5680694580078,233.40093994140625
187.7183837890625,233.4229278564453
187.78013610839844,233.80593872070312
187.87155151367188,233.87071228027344
187.79156494140625,233.7313232421875
187.7083740234375,233.7239990234375
187.6879425048828,233.6981964111328
187.70828247070312,233.54266357421875
187.6096954345703,233.90261840820312
187.70828247070312,233.84678649902344
188.08450317382812,233.441162109375
188.15065002441406,233.53662109375
188.13172912597656,233.4601593017578
188.17926025390625,233.4335479736328
188.26316833496094,233.11529541015625
188.1793975830078,232.72276306152344
188.60552978515625,232.84207153320312
188.5787811279297,232.800048828125
188.56198120117188,232.7600860595703
188.64602661132812,232.71644592285156
188.79017639160156,232.68406677246094
188.7776641845703,232.77633666992188
188.806884765625,232.7718963623047
188.90782165527344,232.68394470214844
188.82546997070312,232.6699676513672
188.72927856445312,232.60952758789062
188.8084259033203,232.1177520751953
188.92417907714844,232.23573303222656
189.0868377685547,232.1358642578125
188.7129669189453,232.39620971679688
188.781982421875,232.30508422851562
188.6326141357422,232.15638732910156
188.6020965576172,232.1447296142578
188.67274475097656,232.18263244628906
188.6558380126953,232.47250366210938
188.69984436035156,231.98580932617188
188.96017456054688,232.15199279785156
188.95172119140625,232.0978546142578
188.57493591308594,232.1438446044922
188.6140594482422,232.1370391845703
188.61346435546875,232.40855407714844
188.5020751953125,232.28726196289062
188.4427490234375,232.39999389648438
188.26856994628906,232.28477478027344
187.96441650390625,232.12571716308594
188.05697631835938,232.15834045410156
188.0417022705078,232.07461547851562
188.12608337402344,231.9473114013672
188.236572265625,232.03453063964844
188.19528198242188,232.2204132080078
188.29502868652344,232.21200561523438
188.22860717773438,232.15773010253906
187.95364379882812,232.32522583007812
187.97219848632812,232.32594299316406
187.97781372070312,232.33091735839844
188.0977020263672,232.3733673095703
188.00778198242188,232.21292114257812
188.041259765625,232.32861328125
187.69386291503906,232.41502380371094
187.67771911621094,232.41676330566406
187.6905517578125,232.4557647705078
1048.811279296875,339.6239318847656
1036.8262939453125,339.4522705078125
1030.4957275390625,339.2123718261719
1015.57421875,336.7723693847656
999.8231201171875,335.68927001953125
991.9444580078125,336.42572021484375
187.67469787597656,232.8235626220703
961.1063842773438,343.69378662109375
187.57064819335938,232.6829071044922
940.1189575195312,345.90380859375
925.29052734375,344.1775207519531
918.2134399414062,342.61865234375
902.0272216796875,344.3057556152344
187.60186767578125,232.71409606933594
187.578369140625,232.6868896484375
187.52322387695312,232.7841339111328
187.5591583251953,232.77914428710938
187.50901794433594,232.8415069580078
825.315673828125,378.0528869628906
802.6727294921875,385.42425537109375
791.9453735351562,385.637451171875
767.292236328125,389.2911682128906
742.986083984375,390.5014953613281
729.3924560546875,389.3105773925781
187.49232482910156,232.80091857910156
187.88906860351562,232.8606414794922
187.7596435546875,232.95794677734375
634.2049560546875,388.0565185546875
187.6153106689453,232.27467346191406
582.9055786132812,388.3697509765625
548.0479125976562,387.6340026855469
512.3721313476562,389.4170227050781
496.4861145019531,390.020263671875
461.8414306640625,394.5650634765625
431.71307373046875,396.4547424316406
415.1449279785156,394.444091796875
547.4876098632812,217.35008239746094
353.51171875,399.389404296875
336.3174743652344,399.62890625
301.8258972167969,405.7818603515625
266.625244140625,408.51324462890625
247.05995178222656,408.6319580078125
209.09303283691406,414.7071838378906
172.61669921875,424.2380065917969
155.1347198486328,428.5559387207031
123.20709228515625,435.0559387207031
96.88203430175781,440.44122314453125
86.22511291503906,440.6415100097656
63.65077209472656,442.9800109863281
48.35548400878906,442.53790283203125
37.954429626464844,441.3751525878906
27.061309814453125,439.07391357421875
18.329681396484375,431.9013977050781
18.760299682617188,432.09649658203125
187.49673461914062,232.08810424804688
187.33203125,233.11476135253906
187.54196166992188,232.35931396484375
187.8437957763672,232.91734313964844
572.978515625,219.28939819335938
187.4612579345703,233.09532165527344
187.6620635986328,232.7542724609375
187.76559448242188,232.7352294921875
187.82830810546875,232.64808654785156
2.95166015625,401.8352355957031
3.2255592346191406,411.1656188964844
3.7685165405273438,412.526611328125
10.384529113769531,415.6398010253906
19.415451049804688,416.1753845214844
21.897380828857422,415.7230224609375
30.757986068725586,409.85302734375
45.527286529541016,401.7707824707031
51.019134521484375,399.108154296875
63.490238189697266,393.7159423828125
76.78765106201172,390.5356750488281
83.38908386230469,386.35345458984375
100.1415786743164,383.66912841796875
112.54022216796875,381.7206115722656
119.77392578125,381.7361755371094
132.01312255859375,382.8945617675781
143.4180908203125,386.1078186035156
150.3262481689453,388.789306640625
165.18887329101562,391.1307067871094
181.69772338867188,393.460205078125
188.95675659179688,395.9370422363281
206.02154541015625,398.8067626953125
220.68637084960938,401.8135681152344
225.51544189453125,402.2518005371094
233.43092346191406,401.0836181640625
237.3873748779297,400.46905517578125
238.95960998535156,398.01605224609375
240.37051391601562,392.1742858886719
242.49600219726562,386.99176025390625
242.13638305664062,384.60382080078125
242.21705627441406,380.4678039550781
243.6007080078125,380.6810302734375
245.34938049316406,382.40875244140625
247.9234619140625,388.1838073730469
250.3375244140625,397.35675048828125
252.39712524414062,401.111328125
252.60018920898438,412.61871337890625
249.65750122070312,420.4772644042969
246.95472717285156,422.2815856933594
238.87730407714844,421.6123962402344
232.9065704345703,418.8783264160156
231.6951904296875,417.8443603515625
229.22518920898438,414.2380676269531
231.89956665039062,407.717529296875
233.25445556640625,404.7123107910156
234.72206115722656,400.1873474121094
235.59402465820312,396.0425109863281
236.1846160888672,396.24481201171875
234.3567657470703,396.1510925292969
230.8242645263672,396.1980285644531
229.63763427734375,395.8532409667969
229.41787719726562,395.2185974121094
228.41818237304688,392.77288818359375
228.6368408203125,390.9076232910156
229.14309692382812,391.0430908203125
230.36984252929688,388.898193359375
231.98287963867188,388.4408874511719
233.83071899414062,387.06463623046875
236.24520874023438,387.03814697265625
238.33493041992188,386.5318908691406
241.111083984375,384.4909973144531
245.31399536132812,383.2192687988281
248.4202880859375,382.10101318359375
252.17396545410156,379.966064453125
576.1875610351562,219.5300750732422
574.8650512695312,219.64276123046875
253.75933837890625,372.3192138671875
252.3231964111328,370.002197265625
253.52642822265625,371.72149658203125
187.4301300048828,232.47438049316406
257.94561767578125,371.1390380859375
258.0120544433594,372.0580749511719
261.8598327636719,372.7831726074219
187.43833923339844,232.92677307128906
187.26080322265625,232.6785430908203
186.8956298828125,232.62425231933594
187.39967346191406,232.53370666503906
187.19635009765625,232.5347900390625
283.4716491699219,386.4632263183594
289.44842529296875,388.0101623535156
294.1885070800781,388.8290100097656
301.9924621582031,387.0642395019531
313.6105651855469,384.26983642578125
320.1428527832031,382.34027099609375
332.2884521484375,380.4764709472656
342.2773742675781,377.0758056640625
345.1256408691406,377.3443603515625
353.3511047363281,373.71337890625
363.4936828613281,371.96405029296875
368.4941101074219,371.054931640625
378.72137451171875,367.7354431152344
389.8802490234375,364.74505615234375
395.4997253417969,363.8636474609375
407.30364990234375,358.4659118652344
417.3665771484375,352.4388122558594
421.47784423828125,352.11773681640625
427.7629089355469,349.6663818359375
434.19293212890625,345.3400573730469
439.3106384277344,342.3753662109375
448.5011901855469,336.4427490234375
458.9248962402344,330.25970458984375
465.3120422363281,328.12628173828125
476.9415283203125,323.72320556640625
488.99371337890625,322.6189270019531
494.60589599609375,321.6841735839844
505.4510803222656,322.166259765625
517.040771484375,321.6068420410156
520.56396484375,321.2125244140625
529.0858764648438,316.5220031738281
537.156494140625,311.749755859375
541.0951538085938,308.8783264160156
547.4596557617188,303.7588195800781
554.9546508789062,300.1455383300781
558.3152465820312,295.90838623046875
564.00927734375,293.0196838378906
570.1481323242188,290.95794677734375
573.1168212890625,291.5058288574219
579.2967529296875,293.1842041015625
585.4271850585938,295.6727294921875
588.3072509765625,296.7637023925781
592.3641967773438,297.11871337890625
596.0804443359375,296.4808349609375
598.0828247070312,295.3448181152344
601.921875,291.6480407714844
605.4769287109375,287.121337890625
607.3224487304688,285.50970458984375
610.7465209960938,283.6382141113281
613.090576171875,282.8215026855469
615.086181640625,283.23614501953125
618.3486938476562,284.976318359375
621.8253173828125,287.3000183105469
623.3907470703125,288.20166015625
624.6907958984375,289.17413330078125
625.7618408203125,288.0962219238281
626.0145263671875,286.8645935058594
626.1234130859375,284.5655517578125
625.5537719726562,281.7013854980469
624.9718017578125,280.9303283691406
624.3863525390625,279.1618347167969
623.416015625,279.0746154785156
622.8648071289062,279.2086181640625
621.6890258789062,280.33575439453125
620.6080322265625,281.2522277832031
620.2249145507812,281.61956787109375
618.9930419921875,281.3782653808594
617.8004760742188,280.5975036621094
617.0845947265625,279.91015625
615.2413940429688,276.7147521972656
614.3591918945312,274.4053039550781
613.552001953125,273.545654296875
610.7469482421875,272.3891296386719
609.1000366210938,271.768798828125
608.3445434570312,271.7793884277344
605.4968872070312,272.69305419921875
602.8057250976562,273.9292907714844
601.325439453125,274.30242919921875
598.8193359375,274.3710632324219
596.39599609375,273.9189453125
595.6820678710938,273.67041015625
593.4229125976562,272.7441101074219
590.8594970703125,271.8206481933594
589.6087646484375,271.063720703125
586.5322875976562,270.36663818359375
584.3416137695312,268.8790283203125
583.1124877929688,269.0827331542969
187.52256774902344,232.75430297851562
577.4788818359375,269.4358825683594
575.7083740234375,270.2622985839844
572.619140625,270.5198669433594
567.9215698242188,271.9338073730469
564.937744140625,272.63519287109375
560.8346557617188,272.900390625
556.879638671875,272.7978210449219
554.564697265625,272.5378112792969
549.77978515625,271.86370849609375
187.963134765625,232.9252166748047
187.7480010986328,232.820556640625
187.74365234375,232.75950622558594
187.7232666015625,232.8251953125
187.66477966308594,232.718505859375
187.6395263671875,232.79893493652344
187.65447998046875,232.74986267089844
187.72291564941406,232.5579376220703
187.75865173339844,232.61074829101562
187.7731475830078,232.61004638671875
187.77725219726562,232.5863800048828
187.77713012695312,232.55654907226562
187.7926025390625,232.61094665527344
187.85621643066406,232.5986785888672
