x,y,z
0.06890985369682312,0.08934473991394043,0.00611799955368042
0.06867406517267227,0.08940964937210083,0.005783025175333023
0.06865032017230988,0.08905959129333496,0.005479326471686363
0.06924044340848923,0.08834623545408249,0.004194250330328941
0.06955089420080185,0.0877491682767868,0.0039838459342718124
0.06913387775421143,0.08769042044878006,0.0038995444774627686
0.06931204348802567,0.08751258254051208,0.0031051672995090485
0.07045067846775055,0.08677446097135544,0.005295375362038612
0.07147464156150818,0.08604052662849426,0.006888708099722862
0.07275504618883133,0.08534373342990875,0.008430015295743942
0.07300809025764465,0.08522932231426239,0.006923951208591461
0.07374899089336395,0.08448055386543274,0.006050407886505127
0.07395505160093307,0.08437784761190414,0.008544955402612686
0.07477433234453201,0.08366315066814423,0.009321235120296478
0.07425607740879059,0.08412592113018036,0.008777391165494919
0.07442015409469604,0.08338744938373566,0.011601157486438751
0.07356376200914383,0.08396053314208984,0.010467145591974258
0.07319281995296478,0.0846480131149292,0.011541087180376053
0.07341771572828293,0.08486293256282806,0.012277118861675262
0.07116090506315231,0.08619622141122818,0.012886013835668564
0.0706673264503479,0.0863102599978447,0.01355825550854206
0.07082702219486237,0.08600692451000214,0.01488521322607994
0.0706532746553421,0.08625591546297073,0.013761701062321663
0.07075004279613495,0.08664650470018387,0.012780969962477684
0.07203216850757599,0.08578216284513474,0.013296589255332947
0.07252991944551468,0.08534097671508789,0.012429269030690193
0.0722416564822197,0.08533178269863129,0.013652496039867401
0.07184262573719025,0.08553292602300644,0.012278448790311813
0.07143713533878326,0.08630675822496414,0.00914067029953003
0.07142867147922516,0.0859953761100769,0.009975744411349297
0.0714309886097908,0.0863846018910408,0.008311435580253601
0.07243316620588303,0.08574657887220383,0.008604103699326515
0.0736442357301712,0.08469056338071823,0.007863231003284454
0.07502514123916626,0.08359149098396301,0.0073057133704423904
0.07478979229927063,0.0837697684764862,0.007254691794514656
0.07504065334796906,0.08388403803110123,0.006973966956138611
0.07592584937810898,0.08308450877666473,0.01033247634768486
0.0755014568567276,0.08351127058267593,0.010356700047850609
0.07538367807865143,0.08380679041147232,0.009831611067056656
0.07502036541700363,0.08420218527317047,0.009624850004911423
0.07486575841903687,0.0842280313372612,0.008287759497761726
0.07489868998527527,0.08437881618738174,0.007832683622837067
0.07507739216089249,0.08409684151411057,0.008144835010170937
0.0747150406241417,0.0845092386007309,0.00810934230685234
0.07502983510494232,0.08443222939968109,0.005096398293972015
0.07539086043834686,0.0839492455124855,0.006434835493564606
