x,y,z
0.020614957436919212,0.959405779838562,-0.16655407845973969
0.02262197434902191,0.959463357925415,-0.16470706462860107
0.03364700451493263,0.9376797676086426,-0.2150513231754303
0.054108694195747375,0.9333432912826538,-0.2639704644680023
0.12641583383083344,0.9480339288711548,-0.12484633922576904
0.18581783771514893,0.9344130754470825,-0.061874426901340485
0.24900174140930176,0.9279528856277466,0.07574929296970367
0.2821851670742035,0.9461130499839783,-0.015090316534042358
0.2792421877384186,0.9373921155929565,-0.11549349129199982
0.2524881660938263,0.9095609188079834,-0.3181714117527008
0.23936647176742554,0.833219051361084,-0.4699215888977051
0.23272369801998138,0.7974532842636108,-0.5445340871810913
0.2578973174095154,0.6371983885765076,-0.6581305265426636
0.42411744594573975,0.5762713551521301,-0.6024409532546997
0.2686697840690613,0.2557596266269684,-0.7630513310432434
0.30775392055511475,0.23126734793186188,-0.6748642325401306
0.32537493109703064,0.23289285600185394,-0.6337846517562866
0.33510521054267883,0.2825705409049988,-0.5783514976501465
0.44006770849227905,0.34551501274108887,-0.4466855525970459
0.4885386824607849,0.48562517762184143,-0.263328492641449
0.41295963525772095,0.5369783043861389,-0.2641746699810028
0.2952224910259247,0.6433939933776855,-0.05194634199142456
0.2398427575826645,0.7875838279724121,0.1907828152179718
0.2030973881483078,0.7988459467887878,0.2641611099243164
0.20230554044246674,0.7936458587646484,0.46129274368286133
0.20019130408763885,0.7440362572669983,0.4524622857570648
0.20547278225421906,0.7338463664054871,0.46330007910728455
0.25184333324432373,0.7321430444717407,0.47142359614372253
0.2890711724758148,0.7570475339889526,0.487361341714859
0.3174542188644409,0.7635207772254944,0.4959462881088257
0.3316503167152405,0.7844774723052979,0.5402080416679382
0.31155121326446533,0.7929660677909851,0.4880191385746002
0.30628055334091187,0.8074472546577454,0.4487681984901428
0.2967406213283539,0.8325933218002319,0.3622833490371704
0.33395087718963623,0.8221650123596191,0.29305997490882874
0.3573581576347351,0.8294141292572021,0.2772541642189026
0.41478806734085083,0.8113479614257812,0.3174102306365967
0.47093892097473145,0.7864251136779785,0.3447284698486328
0.496417373418808,0.7595324516296387,0.41824251413345337
0.5557299852371216,0.7084957361221313,0.4177103340625763
0.5607047080993652,0.7115336656570435,0.37634846568107605
0.5261187553405762,0.723319947719574,0.3884640634059906
0.4223465323448181,0.7691907286643982,0.33665794134140015
0.2905822992324829,0.7727789282798767,0.2627386450767517
0.23398999869823456,0.7790294289588928,0.2006099969148636
0.14800772070884705,0.7976933121681213,0.17661330103874207
0.15252751111984253,0.7953925132751465,0.20553149282932281
0.17542466521263123,0.7890745401382446,0.19731804728507996
0.1878368854522705,0.7898761630058289,0.11761240661144257
0.20764392614364624,0.7510291337966919,0.10932081937789917
0.20874349772930145,0.7250783443450928,0.10077469795942307
0.2139839380979538,0.7132676839828491,0.0533297173678875
