x,y
433.7422790527344,213.18667602539062
433.7297058105469,212.7271270751953
433.66290283203125,211.6798095703125
642.0337524414062,295.6829833984375
432.9319152832031,208.8968048095703
432.7193908691406,212.35989379882812
639.3938598632812,281.1368103027344
639.80712890625,278.6347351074219
640.5454711914062,278.6837463378906
640.7427978515625,276.7701110839844
642.3934326171875,281.35772705078125
641.6730346679688,282.79876708984375
644.1575317382812,290.4503173828125
643.6300659179688,298.77264404296875
643.0275268554688,307.055908203125
642.1343383789062,310.0927734375
640.3236083984375,311.8646240234375
640.1687622070312,313.57440185546875
639.867431640625,315.0694580078125
637.6218872070312,313.0157775878906
638.5208740234375,311.3174743652344
636.8560791015625,310.3744201660156
635.9609985351562,313.723388671875
634.0164794921875,316.0885925292969
633.5426635742188,319.99017333984375
630.5925903320312,326.3411865234375
628.9788208007812,327.79315185546875
625.124755859375,327.8583068847656
619.2512817382812,325.3454895019531
616.2862548828125,324.6580505371094
611.9566650390625,322.15924072265625
607.0663452148438,319.2843322753906
604.9276123046875,319.1595153808594
603.0910034179688,319.3872375488281
599.6801147460938,322.1498107910156
597.0729370117188,323.3770446777344
590.3284301757812,327.3726806640625
583.366455078125,331.1101379394531
580.1200561523438,331.2260437011719
574.7119140625,332.9483337402344
569.5702514648438,332.4425964355469
567.5887451171875,332.73504638671875
565.5958862304688,332.2262878417969
564.1678466796875,331.873779296875
563.9786376953125,330.9342956542969
562.0670166015625,330.0102844238281
560.0272827148438,330.5774841308594
556.8934326171875,330.73907470703125
553.41064453125,332.30865478515625
549.5031127929688,333.1804504394531
548.102783203125,333.25726318359375
545.386962890625,332.13037109375
542.3479614257812,331.0038757324219
541.2432250976562,329.947998046875
538.4951171875,327.70819091796875
536.1100463867188,326.53863525390625
534.452880859375,325.3865966796875
531.6118774414062,324.2528076171875
528.7575073242188,322.5957336425781
527.5436401367188,322.05029296875
526.828857421875,322.6998596191406
524.856201171875,323.9161071777344
536.7078857421875,214.77696228027344
522.6076049804688,324.96295166015625
521.1749267578125,325.07452392578125
521.7821655273438,324.40069580078125
521.1500854492188,323.1506652832031
521.0588989257812,318.8648376464844
520.6541748046875,318.3062744140625
519.6106567382812,316.4649963378906
519.4453125,315.6798095703125
518.0592041015625,314.28399658203125
518.8648681640625,312.2318420410156
1029.4949951171875,243.74412536621094
518.5108032226562,310.8243713378906
517.7235717773438,307.4456481933594
1029.3248291015625,243.28289794921875
517.1298828125,308.18798828125
515.8833618164062,308.27044677734375
515.4930419921875,310.4369812011719
514.2965698242188,313.072265625
512.8378295898438,317.2110595703125
513.8583984375,319.5395202636719
513.5560302734375,320.8936462402344
513.468505859375,322.9484558105469
515.6929321289062,323.5919189453125
518.2730102539062,323.7386779785156
521.1470336914062,324.10614013671875
524.8524780273438,324.8614196777344
527.7608642578125,325.7830505371094
531.8013916015625,328.2827453613281
532.6719970703125,331.05517578125
533.7037963867188,332.0331115722656
533.4142456054688,334.1458435058594
529.8590087890625,334.3488464355469
527.9835815429688,334.5848693847656
524.1825561523438,333.3792724609375
521.991455078125,333.8266906738281
521.3005981445312,334.419189453125
520.6300659179688,333.77294921875
521.2027587890625,333.5925598144531
521.7508544921875,333.6558837890625
521.6082153320312,335.40606689453125
523.1228637695312,338.6934814453125
524.332275390625,340.6499938964844
524.7572631835938,347.2747802734375
523.7503662109375,356.5302734375
522.4198608398438,359.8312072753906
516.3546752929688,364.3675231933594
509.15155029296875,366.8145446777344
506.2073974609375,366.3426818847656
499.7607421875,364.88702392578125
495.5037536621094,362.5567626953125
494.39569091796875,360.80682373046875
493.21319580078125,357.9980773925781
491.7982482910156,357.24676513671875
490.37847900390625,358.48486328125
489.96588134765625,362.0838623046875
487.90863037109375,370.20281982421875
487.8882751464844,374.0105895996094
485.8149719238281,385.8653869628906
482.79241943359375,400.8492431640625
481.9805603027344,408.16241455078125
475.03271484375,422.8664245605469
466.24432373046875,431.35601806640625
457.37701416015625,434.1133117675781
441.07427978515625,436.0954895019531
421.8028259277344,434.25164794921875
411.7671203613281,431.60858154296875
390.9352111816406,429.473876953125
367.97503662109375,424.7101745605469
356.8053283691406,423.5077819824219
334.29266357421875,415.7413635253906
311.873779296875,416.26519775390625
300.2667541503906,413.8581848144531
276.9359130859375,407.74310302734375
251.42434692382812,404.73681640625
239.4307861328125,403.6217956542969
213.71946716308594,405.45733642578125
194.12220764160156,402.6392822265625
186.7235870361328,402.35064697265625
164.49530029296875,402.2739562988281
139.9857940673828,400.4513244628906
127.12393188476562,398.5614013671875
107.34767150878906,402.48614501953125
85.68081665039062,406.3291931152344
76.32152557373047,405.97076416015625
60.1834716796875,404.0381164550781
42.2534294128418,403.69110107421875
33.72526168823242,404.049560546875
604.373291015625,212.662353515625
602.4563598632812,211.7812957763672
602.1146850585938,210.72531127929688
600.6411743164062,210.0078582763672
599.3143920898438,209.16464233398438
598.72314453125,209.279052734375
597.3438110351562,208.54078674316406
595.4571533203125,209.49440002441406
595.0396728515625,209.2798309326172
593.62353515625,210.69219970703125
593.0634155273438,211.7819366455078
592.6200561523438,213.43528747558594
591.68017578125,215.89471435546875
591.2037353515625,217.70066833496094
591.0594482421875,218.42807006835938
590.8544921875,219.07044982910156
591.6222534179688,221.4153594970703
591.453857421875,220.47708129882812
591.1532592773438,220.09446716308594
591.8552856445312,220.1949005126953
591.8306884765625,218.87997436523438
592.6885375976562,213.74380493164062
596.524658203125,213.20721435546875
